artifact_path,artifact_type,verdict,reason,required_batch,owner,status
"docs/product-authority/CURRENT_AUTHORITY.md","authority_pointer","UNCHANGED","Already points to the binding V1.1 authority and preserves the local V1 baseline.","A","product_governance","verified"
"docs/product-authority/DELEGATION_V1_1_SEMANTIC_CONTRACT_PRESERVATION_AMENDMENT.md","authority_amendment","UNCHANGED","Local amendment accurately states the eight domains compatibility law and five conformance obligations.","A","product_governance","verified"
"prd/05-features/F02-demand-ownership.md","prd_feature","PATCH_REQUIRED","FR-011 must name every constitution-complete authority domain without changing its stable ID.","B","product_governance","awaiting_B"
"prd/PRD_COMBINED.md","prd_aggregate","PATCH_REQUIRED","Regenerated aggregate must contain the strengthened FR-011 and V1.1 authority metadata.","B","product_governance","awaiting_B"
"governance/CONSTITUTIONAL_PRECEDENCE_CONTRACT.yaml","precedence_contract","NEW_ARTIFACT","Local governance needs a machine-readable pointer and digest for the controlling Constitution.","B","product_governance","awaiting_B"
"governance/PROTOCOL_CONSTITUTION.yaml","protocol_constitution","PATCH_REQUIRED","Add constitutional authority and the eight semantic-preservation domains while retaining the protocol boundary.","B","protocol_governance","awaiting_B"
"governance/AUTHORITY_MATRIX.yaml","authority_matrix","PATCH_REQUIRED","Add Content Harness ownership and protocol/VAE limits for all new domains.","B","contract_governance","awaiting_B"
"governance/COMPATIBILITY_POLICY.yaml","compatibility_policy","PATCH_REQUIRED","Add constitution-complete fields lossy prohibitions and enforcement-not-parsing law.","B","contract_governance","awaiting_B"
"governance/READINESS_HARD_GATES.yaml","readiness_gates","PATCH_REQUIRED","Add constitution-complete demand lineage adapter and behavioral compatibility gates.","B","program_governance","awaiting_B"
"governance/REQUIREMENTS_REGISTRY.yaml","requirements_registry","PATCH_REQUIRED","Strengthen FR-011 text and failure example without renumbering requirements.","B","product_governance","awaiting_B"
"governance/REQUIREMENTS_REGISTRY.json","requirements_registry","PATCH_REQUIRED","Regenerate the JSON mirror of strengthened FR-011.","B","product_governance","awaiting_B"
"governance/REQUIREMENTS_COVERAGE_MAP.md","coverage_report","PATCH_REQUIRED","Refresh authority-version and coverage evidence for FR-011.","B","product_governance","awaiting_B"
"governance/SOURCE_REGISTER.md","source_register","PATCH_REQUIRED","Register Constitution 1.1 and the binding semantic-preservation amendment.","B","product_governance","awaiting_B"
"governance/SOURCE_REGISTER.json","source_register","PATCH_REQUIRED","Regenerate machine-readable constitutional source provenance.","B","product_governance","awaiting_B"
"governance/MESSAGE_TYPE_REGISTRY.yaml","message_registry","PATCH_REQUIRED","Pin the ratified V1.1 Visual Asset Demand version and purpose.","B","contract_governance","blocked_HD_001"
"contracts/schemas/visual-asset-demand.schema.yaml","prd_schema","PATCH_REQUIRED","Add all constitution-complete objects exact lineage refs and non-empty wrong-reading locks.","B","contract_governance","blocked_HD_002_003_005"
"contracts/examples/visual-asset-demand.example.yaml","prd_example","PATCH_REQUIRED","Provide a complete V1.1 demand specimen including lineage activation visual narrative feature and somatic data.","B","contract_governance","blocked_HD_002_003_005"
"contracts/schemas/compatibility-manifest.schema.yaml","prd_schema","PATCH_REQUIRED","Represent preservation enforcement evaluation and evaluator-profile support rather than parse-only feature strings.","B","contract_governance","blocked_HD_004"
"contracts/examples/compatibility-manifest.example.yaml","prd_example","PATCH_REQUIRED","Demonstrate mandatory constitutional domains and evaluator support.","B","contract_governance","blocked_HD_004"
"contracts/schemas/contract-migration.schema.yaml","prd_schema","PATCH_REQUIRED","Require constitutional field-preservation and lineage hash/version evidence for demand migration.","B","contract_governance","awaiting_B"
"contracts/examples/contract-migration.example.yaml","prd_example","PATCH_REQUIRED","Replace the composition-only example with a lossless V1-to-V1.1 constitutional demand migration.","B","contract_governance","blocked_HD_001_002_003_005"
"contracts/examples/demand-supersession.example.yaml","prd_example","PATCH_REQUIRED","Expand unchanged authority evidence to every V1.1 semantic domain.","B","contract_governance","awaiting_B"
"contracts/examples/constraint-conflict.example.yaml","prd_example","PATCH_REQUIRED","Show that conflict reporting preserves all constitutional owner fields.","B","contract_governance","awaiting_B"
"contracts/examples/amendment-proposal.example.yaml","prd_example","PATCH_REQUIRED","Use canonical V1.1 paths and prove proposals cannot rewrite protected semantic fields.","B","contract_governance","blocked_HD_005"
"contracts/schemas/index.md","contract_index","PATCH_REQUIRED","Document the constitution-complete demand and compatibility evidence.","B","contract_governance","awaiting_B"
"contracts/examples/index.md","contract_index","PATCH_REQUIRED","Document the V1.1 demand and migration specimens.","B","contract_governance","awaiting_B"
"contracts/README.md","contract_documentation","PATCH_REQUIRED","Record V1.1 constitutional precedence and exact-reference preservation.","B","contract_governance","awaiting_B"
"contracts/PROTOCOL_VERSION_POLICY.md","version_policy","PATCH_REQUIRED","Reconcile required-field version class with the ratified V1.1 package/message signaling.","B","contract_governance","blocked_HD_001"
"packages/contracts/src/common.py","contract_generator","PATCH_REQUIRED","Set ratified package/message versions while retaining closed schemas exact refs and safe canonical primitives.","B","contract_governance","blocked_HD_001"
"packages/contracts/src/catalog.py","contract_generator","PATCH_REQUIRED","Model the new demand objects capability declarations migration evidence and V1.1 examples.","B","contract_governance","blocked_HD_002_003_004_005"
"packages/contracts/tools/build_baseline.py","generation_tool","PATCH_REQUIRED","Generate new versions manifests authority paths fixtures and constitutional migration artifacts deterministically.","B","contract_governance","blocked_HD_001_002_003_004_005"
